battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range_tenge,price_category
3386,1,3.08,1,40,1,256,0.99,134,8,38,1840,3140,16023,16,11,32,1,1,1,491607,High-end
2326,1,2.66,0,21,0,512,1.08,141,8,24,3288,4698,15257,18,11,33,0,1,1,521970,Flagship
3222,0,2.68,1,40,0,256,1.13,142,8,40,3753,3758,13273,19,11,22,0,1,1,797626,Flagship
3038,1,3.05,1,39,1,512,0.81,134,8,25,2738,3799,13362,17,11,25,1,1,1,567003,Flagship
2047,1,2.33,0,17,0,256,0.99,146,8,20,1341,2690,7676,17,9,25,0,1,1,500014,Flagship
1940,0,2.7,1,23,1,256,0.89,168,8,19,1644,3685,7435,17,9,22,1,1,1,313869,Mid-range
1733,1,2.67,0,12,0,128,0.96,149,8,14,1399,3512,5649,15,9,28,1,1,1,326940,Mid-range
1564,1,2.07,1,10,0,256,0.72,168,8,23,1095,2292,6641,16,9,18,0,1,1,272909,Mid-range
1420,1,1.99,0,9,1,128,0.84,175,4,8,909,2085,2491,13,8,12,1,1,1,235844,Mid-range
1687,0,1.66,0,12,0,32,0.65,189,6,6,1857,1906,4951,13,7,16,0,1,1,241505,Mid-range
2408,0,2.06,0,11,0,128,0.76,166,8,17,1671,3751,6960,17,9,23,1,1,1,383752,High-end
900,0,1.11,0,2,0,16,0.8,223,2,1,501,1916,618,8,4,13,0,1,1,113035,Budget
1764,1,2.13,1,14,1,128,0.79,151,8,19,1117,3333,6992,15,8,28,1,1,1,465853,High-end
1020,0,2.25,1,12,0,64,0.66,167,6,6,1656,1681,4918,15,6,12,1,1,1,292408,Mid-range
3415,0,2.68,1,40,1,256,1.11,133,8,39,1748,2773,16146,19,10,33,1,1,1,729029,Flagship
1589,0,2.64,0,22,0,256,0.73,159,8,15,2071,3645,5476,15,8,28,1,1,1,469666,High-end
1024,1,1.02,1,2,0,32,0.81,214,2,2,916,760,1348,12,6,8,0,1,1,97658,Ultra-budget
1243,1,1.72,1,8,1,128,0.86,178,6,11,1734,2373,6075,14,6,15,1,1,1,149893,Budget
2355,1,2.65,0,22,0,128,0.93,159,8,25,1103,3131,4670,15,9,19,0,1,1,305657,Mid-range
560,1,1.62,1,0,0,8,0.55,221,4,3,776,1245,3026,8,7,15,0,1,1,119816,Budget
3288,0,3.03,0,34,0,256,0.92,140,8,36,2685,4023,13322,18,11,24,0,1,1,772517,Flagship
1322,0,2.27,1,6,0,32,0.75,172,6,6,1268,1324,4939,13,8,18,0,1,1,191368,Budget
2360,1,2.25,0,19,1,128,0.72,147,8,15,1100,2669,7020,16,8,26,1,1,1,416832,High-end
2289,1,2.78,1,36,1,512,0.91,136,8,32,2104,4978,12244,16,11,24,1,1,1,556745,Flagship
1060,0,1.68,0,2,0,4,0.57,202,2,2,994,919,2183,10,4,8,0,1,1,114484,Budget
1579,0,2.25,1,8,0,32,0.65,174,6,10,1280,1782,3780,13,8,17,0,1,1,289530,Mid-range
2505,1,2.52,1,27,0,512,0.92,160,8,33,2890,3441,12419,19,10,33,0,1,1,749079,Flagship
940,1,1.51,0,0,0,32,0.82,211,2,6,687,1413,1394,11,7,11,0,1,1,79389,Ultra-budget
2432,0,2.55,0,19,1,128,0.72,153,8,17,1928,2230,6006,15,8,18,1,1,1,301420,Mid-range
697,0,1.62,1,3,1,32,0.58,202,2,0,717,1372,847,9,6,16,1,1,1,149034,Budget
3045,0,2.64,1,39,1,512,1.05,140,8,37,2556,5004,12700,17,11,29,1,1,1,758576,Flagship
795,1,1.12,0,2,0,32,0.9,215,2,6,925,1753,1520,10,7,11,0,1,1,128955,Budget
1211,1,1.8,1,4,0,16,0.74,184,2,1,1107,689,566,8,5,18,0,0,1,60838,Ultra-budget
2002,0,2.14,1,23,1,256,0.85,148,8,19,2016,2820,5149,15,9,24,1,1,1,491259,High-end
2202,1,2.23,0,10,0,128,0.97,169,8,25,1353,2666,9097,15,9,24,1,1,1,281653,Mid-range
803,1,1.79,1,0,0,32,0.68,224,4,4,536,1691,2803,9,4,17,0,1,1,155175,Budget
843,0,1.54,1,3,1,16,0.85,192,4,8,981,1883,2763,9,5,17,1,1,1,94542,Ultra-budget
675,0,1.74,0,2,1,32,0.51,226,2,4,988,1391,1048,9,5,10,1,1,1,83539,Ultra-budget
1695,1,2.32,0,8,0,128,0.74,172,4,5,1510,2174,4548,14,7,22,1,1,1,266595,Mid-range
3257,0,2.9,1,26,0,256,1.08,130,8,20,2896,3401,14900,18,9,21,0,1,1,744023,Flagship
2038,1,2.47,0,20,0,128,0.83,161,8,16,1839,2904,5084,16,8,18,0,1,1,355837,High-end
3030,0,3.18,0,21,1,256,1.07,156,8,38,1702,3289,10529,19,11,34,1,1,1,479378,High-end
2105,1,2.31,1,19,1,256,0.9,154,8,21,1166,2704,4828,17,9,25,1,1,1,324846,Mid-range
2145,0,2.37,1,18,1,128,0.94,157,8,18,1534,3575,5221,17,9,25,1,1,1,452556,High-end
960,0,1.16,1,3,0,4,0.82,194,4,4,730,1761,995,10,6,13,0,1,1,122743,Budget
3138,1,2.78,0,40,1,256,1.18,147,8,21,1733,4387,12341,19,11,21,1,1,1,530994,Flagship
2457,1,2.46,1,38,0,256,0.81,149,8,27,2194,4255,8364,19,10,33,1,1,1,710812,Flagship
1063,0,1.59,1,2,0,16,0.86,223,4,6,1064,1021,2103,9,6,9,1,1,1,105467,Budget
1012,1,1.45,1,0,0,32,0.62,210,2,0,554,681,1620,11,7,17,0,0,1,76587,Ultra-budget
1080,1,1.43,0,5,0,8,0.61,206,2,6,1104,945,1986,10,7,10,0,1,1,82556,Ultra-budget
2935,0,3.09,0,40,0,512,1.1,158,8,35,2265,4272,14374,18,9,35,0,1,1,719357,Flagship
1689,0,2.07,1,11,1,64,0.7,165,6,6,790,1911,4483,13,8,15,1,1,1,188753,Budget
1779,0,1.9,1,6,1,128,0.88,171,6,10,1778,1929,4061,13,7,15,1,1,1,182184,Budget
2325,1,2.12,0,25,0,128,0.77,153,8,15,2034,2045,7845,16,9,19,0,1,1,345240,Mid-range
2402,1,2.55,1,22,1,512,0.95,135,8,30,3708,2747,14299,16,10,27,1,1,1,632049,Flagship
3276,1,3.13,0,26,1,512,0.97,155,8,38,3656,4866,9156,17,9,35,1,1,1,752664,Flagship
1627,1,1.65,0,10,1,32,0.82,167,4,16,1876,2109,5230,13,8,15,1,1,1,203318,Mid-range
915,0,1.55,1,2,0,16,0.73,219,2,0,675,1559,887,8,6,8,1,0,1,67060,Ultra-budget
1027,1,1.53,0,3,1,16,0.77,229,2,5,1142,651,2446,12,4,18,1,1,1,82606,Ultra-budget
706,0,1.69,0,3,1,32,0.66,198,2,2,727,1076,1117,9,4,13,1,1,1,40557,Ultra-budget
566,0,1.56,1,0,1,16,0.65,219,2,6,983,1319,2821,8,7,16,1,1,1,114075,Budget
2407,0,2.72,1,23,1,512,0.88,151,8,37,2241,3889,10202,18,9,33,1,1,1,660790,Flagship
783,1,1.8,1,1,1,4,0.58,195,2,3,602,1635,666,11,4,13,1,1,1,122616,Budget
1667,0,2.01,1,11,0,32,0.66,161,4,7,1322,2444,4464,13,8,21,1,1,1,218098,Mid-range
2837,1,2.41,0,39,0,256,1.18,137,8,33,3099,3589,14163,19,9,29,0,1,1,508447,Flagship
694,0,1.05,0,0,0,32,0.6,184,4,8,820,1656,2256,8,5,15,0,1,1,96519,Ultra-budget
2322,1,2.66,0,10,0,256,0.83,150,8,23,1547,1982,8995,17,9,20,1,1,1,264919,Mid-range
2519,1,2.87,0,28,1,512,1.1,158,8,23,3092,2679,8864,19,10,35,1,1,1,762540,Flagship
1092,0,1.56,1,1,0,16,0.84,191,4,4,561,1615,2935,10,4,14,1,1,1,102328,Budget
2206,0,2.67,0,17,0,128,0.91,153,8,13,1745,2763,7183,16,8,28,1,1,1,416282,High-end
2708,0,2.66,1,28,1,512,1.08,132,8,30,2106,3918,12199,18,11,23,1,1,1,719954,Flagship
1141,0,2.26,0,9,1,32,0.71,178,4,13,1511,1875,5819,15,6,15,1,1,1,269639,Mid-range
2149,1,2.8,0,24,0,256,0.91,149,8,13,1330,3281,6448,16,9,20,0,1,1,397832,High-end
1732,0,2.44,0,24,1,256,0.97,162,8,21,1676,2913,4576,17,9,23,1,1,1,462116,High-end
2408,0,2.06,1,18,0,128,0.98,167,8,15,2025,2062,5176,17,8,28,0,1,1,434105,High-end
2472,1,2.07,0,19,0,128,0.82,150,8,21,1276,2723,7214,17,8,18,0,1,1,447197,High-end
2262,1,2.98,1,25,0,512,0.92,153,8,26,1851,2982,9389,17,11,26,1,1,1,455834,High-end
743,1,1.68,1,2,1,4,0.83,222,4,0,742,640,2651,8,7,18,1,1,1,146866,Budget
2131,1,2.36,0,22,1,256,0.86,150,8,16,1160,2299,4649,16,9,26,1,1,1,267902,Mid-range
1946,1,2.3,1,16,1,128,0.73,161,8,21,1084,2394,6457,15,9,23,1,1,1,494214,High-end
1686,1,2.73,1,19,0,128,0.86,152,8,23,1312,3440,8316,16,9,26,0,1,1,465664,High-end
964,1,1.54,0,4,0,16,0.86,212,4,7,1246,1422,598,9,6,17,0,1,1,131315,Budget
2750,1,2.57,0,35,1,512,1.13,141,8,27,2490,3536,13112,19,10,26,1,1,1,527534,Flagship
2196,1,2.53,0,21,0,256,0.88,166,8,22,1658,2597,6107,16,9,21,0,1,1,246637,Mid-range
1664,0,2.35,0,12,1,32,0.71,189,6,10,1349,1340,5597,15,6,19,1,1,1,288680,Mid-range
1687,0,1.77,1,12,1,128,0.61,190,6,8,1266,2373,2392,12,6,22,1,1,1,300957,Mid-range
676,0,1.24,1,0,0,8,0.78,221,2,5,768,1501,1453,9,5,18,0,0,1,57726,Ultra-budget
1061,0,1.39,1,2,0,8,0.88,192,4,8,905,1079,2399,8,4,17,0,1,0,48386,Ultra-budget
1766,0,1.68,1,10,1,32,0.84,154,6,7,1361,1441,5829,15,7,15,1,1,1,243652,Mid-range
1190,1,1.8,0,9,0,32,0.75,178,4,5,1750,1382,5908,14,8,13,0,1,1,210299,Mid-range
1039,1,2.09,0,5,1,128,0.67,182,4,5,1709,2246,5024,15,8,13,1,1,1,187929,Budget
1125,1,1.7,0,0,0,16,0.53,203,2,1,1199,752,1674,12,7,9,0,0,1,72036,Ultra-budget
1085,1,2.23,0,8,1,32,0.76,189,4,6,1309,2383,2709,13,8,19,1,1,1,303224,Mid-range
745,0,1.38,0,1,1,32,0.68,184,4,8,782,1852,2542,10,5,8,1,1,1,111694,Budget
2387,1,2.06,0,17,1,256,0.83,147,8,16,1459,2677,5048,17,8,24,1,1,1,413089,High-end
1718,1,2.12,1,18,1,256,0.87,163,8,19,2100,2549,7811,15,8,23,1,1,1,418485,High-end
1771,0,2.2,0,25,1,128,0.72,167,8,15,1947,2991,9201,15,9,19,1,1,1,380202,High-end
1061,1,1.71,0,3,1,8,0.58,187,4,2,545,1352,1660,8,4,9,1,1,1,60933,Ultra-budget
2153,1,2.45,1,29,1,512,0.92,133,8,34,2997,3762,15313,17,11,24,1,1,1,749393,Flagship
2336,1,2.53,1,16,0,256,0.75,156,8,21,1927,2681,8774,15,9,19,0,1,1,439868,High-end
3077,1,2.63,1,34,1,512,0.91,137,8,20,3094,3007,15051,18,9,29,1,1,1,523099,Flagship
2114,1,2.3,1,21,1,256,0.77,156,8,17,1297,2572,8140,16,8,28,1,1,1,481480,High-end
681,0,1.34,0,2,1,32,0.67,223,4,4,682,1505,3034,10,7,17,1,0,1,63126,Ultra-budget
1395,0,1.99,1,8,1,128,0.61,172,4,15,916,2363,2733,15,6,12,1,1,1,223242,Mid-range
1135,0,1.32,0,2,1,32,0.87,187,4,1,1229,1648,2718,9,7,11,1,0,0,47416,Ultra-budget
1024,1,2.05,0,5,0,32,0.88,179,6,15,858,2098,6130,12,8,12,0,1,1,262808,Mid-range
1696,1,1.74,1,6,1,64,0.9,167,4,16,1497,2436,3211,14,7,22,1,1,1,231404,Mid-range
1175,0,1.55,1,1,1,32,0.73,198,2,5,835,1200,810,12,7,18,1,1,1,138964,Budget
843,0,1.09,1,0,1,32,0.69,182,4,5,557,1912,2122,12,5,14,1,1,1,75914,Ultra-budget
2102,1,2.05,1,25,1,128,0.93,163,8,15,1422,2370,7643,17,8,28,1,1,1,303025,Mid-range
1425,1,1.81,0,5,0,64,0.86,185,4,8,1593,1406,3628,14,6,18,0,1,1,192802,Budget
2312,1,2.44,1,25,1,128,0.71,157,8,12,1219,3140,4246,16,9,27,1,1,1,324907,Mid-range
3070,0,2.55,1,40,0,256,0.98,157,8,35,2833,3633,13419,18,11,32,0,1,1,493556,High-end
1788,1,2.23,0,17,1,128,0.7,154,8,16,1226,3814,6586,16,9,24,1,1,1,396601,High-end
1649,0,2.13,1,5,0,64,0.77,162,4,16,761,1868,5085,12,7,20,0,1,1,292698,Mid-range
1651,0,2.15,0,21,0,128,0.78,163,8,13,1093,2669,7055,15,9,22,0,1,1,253431,Mid-range
1782,1,1.9,0,10,0,128,0.65,152,6,10,1003,2003,5944,15,8,19,1,1,1,252237,Mid-range
2170,0,2.0,0,17,0,128,0.86,147,8,13,1586,3354,9128,16,9,19,0,1,1,474735,High-end
1328,1,1.86,1,7,0,128,0.8,183,6,6,1816,1402,5046,15,6,12,0,1,1,191570,Budget
1647,1,2.55,1,18,0,256,0.92,169,8,21,1519,3296,7662,15,9,21,1,1,1,452786,High-end
2691,0,3.05,1,23,0,512,1.15,145,8,23,2893,3170,8659,18,9,25,0,1,1,725367,Flagship
2238,0,2.91,1,39,1,256,1.09,156,8,30,2513,3403,11151,16,9,22,1,1,1,747751,Flagship
1373,1,1.91,1,12,1,32,0.86,166,4,7,1659,1288,4181,13,6,14,1,1,1,206292,Mid-range
1826,1,2.65,1,12,1,128,0.8,159,8,14,2076,2085,8051,15,8,18,1,1,1,251230,Mid-range
2472,0,2.14,1,10,0,128,0.99,141,8,23,1119,2678,4371,17,9,24,0,1,1,275126,Mid-range
1944,0,2.37,0,16,1,256,0.78,155,8,13,1123,2895,6053,16,9,25,1,1,1,501086,Flagship
1022,1,2.15,1,9,1,64,0.65,156,4,7,1898,1398,3469,15,7,18,1,1,1,278118,Mid-range
1393,0,2.14,0,6,1,64,0.8,188,4,16,1782,1656,4721,15,6,12,1,1,1,241292,Mid-range
2518,1,2.73,1,31,1,512,1.05,142,8,25,3409,4998,11854,16,9,35,1,1,1,717493,Flagship
2371,0,2.52,0,22,1,512,0.97,145,8,32,1624,4606,10660,17,9,27,1,1,1,564118,Flagship
1022,1,2.13,0,6,1,32,0.76,150,6,12,727,1563,3539,15,8,16,1,1,1,220567,Mid-range
771,1,1.02,0,0,0,4,0.52,189,4,5,709,1002,2399,8,4,12,0,1,1,120445,Budget
1651,0,2.25,1,10,1,128,0.72,156,8,15,1643,2010,4525,15,8,18,1,1,1,326982,Mid-range
1431,1,2.04,0,7,0,32,0.8,181,6,11,1153,1769,3276,13,7,15,0,1,1,240255,Mid-range
2251,0,2.05,1,11,0,256,0.83,152,8,18,1918,3177,6965,15,8,20,0,1,1,484763,High-end
1009,1,1.15,1,2,0,8,0.57,197,4,7,865,1010,2997,12,5,17,0,0,1,63270,Ultra-budget
982,1,1.64,0,9,0,32,0.89,156,6,5,1880,2100,4305,12,7,12,0,1,1,194004,Budget
2362,1,2.21,0,21,0,128,0.86,164,8,19,1465,3432,6822,16,9,28,0,1,1,305180,Mid-range
1472,1,2.08,1,8,1,32,0.66,179,6,5,1060,2074,5130,12,7,22,1,1,1,194412,Budget
1043,1,2.09,0,11,0,128,0.68,153,6,10,1347,2360,5603,14,8,19,0,1,1,139845,Budget
1495,1,1.92,1,5,0,64,0.7,150,4,16,986,2499,2778,13,8,13,0,1,1,270081,Mid-range
2477,1,2.88,0,26,0,512,1.01,157,8,30,2175,4020,8404,16,9,35,1,1,1,492259,High-end
912,0,1.18,1,1,1,8,0.78,198,4,2,675,792,707,9,6,13,1,1,1,81811,Ultra-budget
2948,1,2.53,1,27,0,512,1.01,134,8,33,2567,4238,12328,17,10,26,0,1,1,731641,Flagship
2839,0,2.43,1,31,0,512,0.8,131,8,25,2988,4444,9405,17,9,21,0,1,1,575208,Flagship
677,0,1.35,0,0,0,8,0.53,219,2,6,1164,1044,733,10,7,17,1,1,1,135703,Budget
3283,0,2.75,1,40,0,256,0.9,160,8,38,1998,3472,14289,17,11,35,0,1,1,785128,Flagship
2208,1,2.77,0,10,1,128,0.9,152,8,24,1143,3759,5367,16,8,24,1,1,1,321555,Mid-range
1605,1,1.8,0,5,0,32,0.87,185,6,7,1752,2430,4576,12,7,22,1,1,1,282273,Mid-range
2358,1,3.18,0,23,0,512,1.12,144,8,35,2933,4606,11677,18,9,26,1,1,1,531233,Flagship
953,1,1.13,0,1,0,32,0.56,183,2,6,1162,1686,2709,12,7,16,0,0,0,36272,Ultra-budget
2414,0,2.1,1,15,0,128,0.93,149,8,23,1807,2723,7351,16,9,21,0,1,1,270443,Mid-range
1188,1,1.55,0,5,1,8,0.56,206,4,0,531,1689,1904,12,5,10,1,1,1,136912,Budget
2130,0,3.18,0,28,0,256,1.1,152,8,35,3757,4033,14268,16,11,29,0,1,1,492491,High-end
2516,1,2.6,1,24,0,512,1.14,134,8,33,1688,2676,11390,18,10,34,0,1,1,573895,Flagship
1575,1,1.92,0,10,1,32,0.62,169,6,14,1543,2186,5850,15,7,20,1,1,1,195111,Budget
3439,0,2.79,1,29,0,512,0.85,138,8,28,2502,3234,9735,17,9,26,1,1,1,765039,Flagship
645,0,1.76,0,3,0,4,0.88,214,4,6,1151,1685,1857,8,4,10,0,1,1,73398,Ultra-budget
1037,0,2.13,0,7,0,128,0.89,180,6,9,1307,1365,5446,12,7,22,0,1,1,226711,Mid-range
1966,1,2.06,1,20,0,128,0.98,144,8,14,1592,2808,5644,17,8,20,0,1,1,274363,Mid-range
2888,1,2.47,1,33,1,512,0.8,148,8,22,3929,3233,14640,18,11,22,1,1,1,524591,Flagship
1022,0,1.36,1,1,1,8,0.59,189,4,0,1137,1872,524,11,6,15,1,1,1,83513,Ultra-budget
2433,1,3.0,1,39,0,256,1.14,153,8,34,2224,3383,12352,16,9,32,0,1,1,601667,Flagship
1099,0,2.06,1,11,1,64,0.69,155,6,10,800,1353,3082,13,6,21,1,1,1,266153,Mid-range
1722,1,2.04,1,10,0,128,0.85,177,4,7,1205,2307,5404,13,7,15,1,1,1,296994,Mid-range
876,0,1.75,1,0,0,8,0.74,186,4,2,1209,850,561,10,6,12,1,1,1,138945,Budget
1760,1,2.37,0,12,0,128,0.83,171,6,7,815,1631,3575,15,8,19,0,1,1,134314,Budget
930,1,1.08,1,3,0,4,0.62,192,4,2,714,722,2941,10,6,9,0,1,1,105070,Budget
2520,1,2.85,0,37,0,256,0.97,153,8,36,1487,4736,10712,19,9,21,0,1,1,631886,Flagship
2789,1,3.03,1,31,0,256,0.82,135,8,33,3990,4277,14017,19,11,30,1,1,1,696928,Flagship
1813,1,1.97,0,11,0,32,0.83,182,6,10,1519,2226,5626,13,7,20,0,1,1,246460,Mid-range
794,1,1.03,0,2,1,4,0.64,228,4,5,488,952,1088,8,7,18,1,0,1,74888,Ultra-budget
3162,0,2.77,1,33,0,256,1.07,158,8,23,3207,5046,9867,17,10,29,0,1,1,599187,Flagship
1987,0,2.5,0,10,1,256,0.82,163,8,24,1305,2699,5065,17,8,21,1,1,1,336797,Mid-range
1679,1,2.35,1,17,1,128,0.94,158,8,13,1661,2159,8150,16,9,22,1,1,1,259029,Mid-range
2792,0,2.61,1,32,1,512,1.13,144,8,23,3604,4948,9747,16,9,22,1,1,1,497108,High-end
949,1,1.51,1,0,1,4,0.64,180,4,3,1273,1524,1062,8,7,8,1,1,1,101628,Budget
1419,1,2.0,0,6,0,128,0.78,185,6,5,792,1421,4217,14,6,21,0,1,1,150683,Budget
1240,1,1.9,0,7,0,32,0.78,170,6,15,815,1912,4592,12,8,18,0,1,1,210598,Mid-range
620,1,1.38,0,3,0,4,0.84,208,2,6,765,825,1980,12,7,16,0,1,1,102145,Budget
3393,0,2.88,1,34,1,512,1.04,135,8,32,2309,5078,13062,17,11,23,1,1,1,667314,Flagship
2137,0,2.17,0,22,0,128,0.72,163,8,23,1568,2619,5794,17,9,19,0,1,1,434531,High-end
2069,1,2.87,0,37,0,256,0.83,130,8,23,1983,2621,13956,18,10,35,0,1,1,682990,Flagship
3067,0,2.85,1,39,0,256,0.86,145,8,20,2689,4643,9857,16,10,21,1,1,1,455654,High-end
893,0,1.35,1,1,0,16,0.55,205,4,6,1089,1023,1556,9,7,17,0,1,1,137029,Budget
2087,1,2.62,1,37,0,512,1.09,154,8,34,3240,3016,12202,18,10,21,0,1,1,668305,Flagship
2915,1,2.96,1,30,0,256,0.8,157,8,30,2148,3707,13938,17,11,21,1,1,1,505850,Flagship
1445,0,2.3,1,5,0,64,0.64,177,4,5,1019,1379,3324,15,6,16,0,1,1,232964,Mid-range
3084,0,2.5,1,33,1,256,0.99,154,8,40,1774,3296,11121,18,10,27,1,1,1,560148,Flagship
650,0,1.45,0,2,1,4,0.77,217,2,5,922,1467,1194,8,4,9,1,1,1,100560,Budget
3443,1,2.58,0,29,1,256,1.12,145,8,35,3235,4686,16288,18,11,26,1,1,1,700635,Flagship
2759,1,2.92,0,34,0,512,1.12,138,8,28,3391,4271,12993,16,11,22,0,1,1,696297,Flagship
876,0,1.44,1,1,0,16,0.65,208,4,3,659,1733,2467,12,7,8,1,1,1,82327,Ultra-budget
2112,0,2.62,1,10,1,128,0.81,168,8,25,1417,3362,4994,16,9,24,1,1,1,388527,High-end
2676,1,2.84,0,20,1,512,0.93,156,8,24,1546,3282,14490,17,10,23,1,1,1,611717,Flagship
2421,0,2.94,0,37,0,256,0.83,146,8,25,3320,4826,16036,17,9,35,0,1,1,647668,Flagship
3419,1,2.57,1,26,0,512,1.08,139,8,29,3994,4106,12499,18,11,27,0,1,1,551011,Flagship
1026,0,1.94,0,12,0,32,0.78,182,6,9,1585,1964,5799,13,6,16,1,1,1,233117,Mid-range
3051,0,2.62,0,33,1,512,1.19,148,8,26,2639,4620,16294,16,10,32,1,1,1,642923,Flagship
2762,1,2.78,0,23,0,256,0.95,158,8,35,1724,3191,15406,19,11,28,0,1,1,509301,Flagship
1602,1,2.03,0,7,1,32,0.88,152,4,8,1077,1305,5048,12,7,13,1,1,1,220868,Mid-range
722,1,1.26,1,2,0,8,0.73,208,4,0,1177,1237,884,12,7,9,0,1,1,103460,Budget
2806,0,2.92,0,21,0,256,0.96,152,8,35,1774,4162,11611,18,10,33,0,1,1,520632,Flagship
2100,1,2.74,0,12,1,256,0.96,165,8,13,2054,2313,8360,17,9,22,1,1,1,280482,Mid-range
2926,1,2.78,1,33,0,256,1.15,142,8,36,1983,4735,8363,17,11,34,0,1,1,449294,High-end
3157,0,3.02,0,36,1,256,0.93,131,8,20,2944,4460,12508,18,9,32,1,1,1,747303,Flagship
2756,0,2.95,1,29,1,512,0.92,158,8,36,3880,3296,8719,16,9,25,1,1,1,504963,Flagship
614,1,1.08,0,2,0,4,0.52,207,4,8,890,1489,2191,9,6,8,0,1,1,41732,Ultra-budget
716,1,1.66,0,1,1,16,0.54,194,2,0,580,1856,1832,8,6,11,1,1,1,125803,Budget
2830,0,2.96,0,29,1,512,1.1,138,8,27,3587,2914,9145,17,9,29,1,1,1,487475,High-end
1732,0,2.39,1,14,1,128,0.85,169,8,17,1106,2710,5386,15,9,27,1,1,1,254199,Mid-range
1273,0,2.3,1,6,0,128,0.82,181,4,7,1206,2157,3709,12,6,14,1,1,1,125001,Budget
2177,0,2.6,0,22,0,128,0.79,146,8,13,1513,2578,4571,16,9,27,0,1,1,431504,High-end
1957,1,2.43,1,11,1,128,0.79,161,8,23,1426,2456,7076,15,9,21,1,1,1,333327,Mid-range
1736,0,2.47,0,10,0,256,0.77,141,8,24,1835,3616,5084,16,9,21,0,1,1,435675,High-end
1176,1,1.6,0,11,0,128,0.87,152,4,15,1500,2099,4150,12,6,18,0,1,1,149193,Budget
1838,0,2.49,0,25,0,256,0.93,169,8,13,1524,2502,6283,16,9,23,0,1,1,375660,High-end
1038,0,1.85,1,9,0,128,0.63,186,4,9,791,1864,3563,13,7,20,0,1,1,123032,Budget
3078,1,2.42,0,27,0,256,1.11,147,8,37,1602,2963,11721,19,11,33,0,1,1,683704,Flagship
1408,0,1.91,1,8,0,32,0.8,179,6,16,767,1759,5803,15,7,19,0,1,1,199047,Budget
1637,1,2.33,1,12,1,32,0.9,158,4,13,1535,1800,6120,15,7,18,1,1,1,272751,Mid-range
3278,1,2.87,0,31,1,512,0.97,147,8,22,3196,5053,10357,19,9,25,1,1,1,558172,Flagship
975,0,1.37,0,2,0,4,0.55,223,4,6,703,1734,826,12,7,15,0,0,1,72077,Ultra-budget
1908,0,2.62,1,13,0,128,0.77,141,8,21,1621,3332,7189,17,8,26,1,1,1,375278,High-end
1597,0,1.8,1,7,0,128,0.84,187,6,8,1794,2541,3588,13,8,16,0,1,1,213990,Mid-range
2395,0,2.66,0,18,0,256,0.7,143,8,25,1206,2434,6017,17,8,25,1,1,1,498142,High-end
1161,1,2.02,0,11,0,32,0.86,171,4,12,1290,2061,3536,13,8,14,0,1,1,189963,Budget
1879,1,2.61,0,18,0,128,0.85,142,8,24,1626,2158,6091,17,9,23,0,1,1,334160,Mid-range
1145,1,1.27,1,1,1,16,0.89,225,2,8,899,1258,3063,10,6,16,1,1,1,93536,Ultra-budget
3378,0,2.77,1,27,0,512,1.07,158,8,25,2933,4650,13399,17,11,22,0,1,1,535934,Flagship
931,1,1.57,1,1,1,16,0.67,184,2,7,599,1392,2902,9,4,8,1,1,1,135450,Budget
885,0,1.34,1,0,0,8,0.51,216,4,7,547,1132,680,8,6,18,0,0,1,59112,Ultra-budget
1891,0,2.53,1,16,0,128,0.96,158,8,17,1594,2944,6796,17,8,26,0,1,1,302787,Mid-range
1994,0,2.23,0,11,1,128,0.95,164,8,14,1285,2323,8957,15,9,28,1,1,1,394285,High-end
1867,0,2.39,0,14,1,128,0.99,152,8,24,1658,2382,6308,16,8,23,1,1,1,406038,High-end
2080,1,3.11,1,22,0,256,1.09,142,8,36,2299,4794,10527,19,9,24,0,1,1,469571,High-end
713,0,1.69,0,2,1,32,0.82,220,2,2,1057,852,822,11,7,12,1,1,1,136043,Budget
2686,0,2.78,1,40,0,512,0.92,148,8,22,3742,4758,13586,19,10,35,0,1,1,568136,Flagship
727,0,1.8,1,2,0,4,0.89,201,2,2,668,1189,2416,11,4,16,0,1,1,75887,Ultra-budget
1234,1,1.13,1,1,0,32,0.77,207,2,2,859,1639,1918,10,4,14,0,0,1,63227,Ultra-budget
2691,0,3.0,0,24,1,256,0.97,141,8,26,2431,3590,14410,18,11,25,1,1,1,786849,Flagship
1004,0,2.35,1,5,0,64,0.68,182,4,15,1159,2201,3300,15,7,17,0,1,1,218540,Mid-range
2549,1,2.77,0,29,0,512,1.12,137,8,33,3575,3617,14485,16,10,23,0,1,1,502487,Flagship
2503,1,2.92,1,22,0,512,1.11,135,8,40,3462,4558,9539,17,11,24,0,1,1,482780,High-end
660,0,1.56,0,0,0,16,0.55,198,4,5,753,1386,3063,11,4,16,0,1,0,42279,Ultra-budget
2152,1,2.23,0,11,0,128,0.97,148,8,17,1293,2110,5751,15,8,22,1,1,1,438775,High-end
1136,1,1.75,0,11,0,128,0.87,153,4,8,1861,1291,4314,13,6,21,0,1,1,162572,Budget
3243,0,3.07,0,39,1,512,1.01,157,8,31,3853,3720,11664,18,10,33,1,1,1,769938,Flagship
861,1,1.73,1,0,1,32,0.54,217,4,3,938,1525,1371,11,7,10,1,1,1,132694,Budget
